gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GRAMD2	1132082	352	26	1233347	323164	0	10	2	0	24	93	10715315	2.228986e-01	1
ART3	507519	322	41	1372046	328768	0	13	1	0	9	19	3935876	2.231239e-01	1
PRRT1	2119974	392	28	955482	351651	0	7	0	0	4	5	1460776	2.231693e-01	1
SAMHD1	817783	225	47	2172017	552928	0	20	8	0	3	16	2076282	2.235205e-01	1
DAO	494991	393	49	1183845	334839	0	19	4	0	4	38	4560255	2.244099e-01	1
TRAT1	107009	961	-15	660805	153176	0	25	4	0	7	55	3128433	2.247758e-01	1
DEFB129	1010597	348	24	614572	167186	0	6	2	0	8	12	2863644	2.248500e-01	1
ANG	NaN	NaN	NaN	482878	144770	0	4	0	0	1	0	665942	2.249387e-01	1
DCC	2849	995	-34	4844658	1398198	0	153	44	0	1	44	1494867	2.260387e-01	1
SENP3	1957426	194	24	1912832	561334	0	7	1	0	8	10	4398206	2.268613e-01	1
POLR3E	483001	235	50	2435872	656135	0	13	6	0	23	71	10246914	2.275580e-01	1
DAPP1	204991	693	19	974629	254048	0	11	2	0	16	46	5405525	2.295277e-01	1
ASB12	57924	NaN	2	999380	309154	0	7	1	0	1	1	1402868	2.302258e-01	1
ARL6IP1	739644	279	45	700500	187734	0	5	0	0	1	3	835930	2.312595e-01	1
PNRC2	NaN	NaN	NaN	475873	118151	0	4	0	0	1	0	639323	2.316650e-01	1
CKAP2	345539	356	45	2303711	615973	0	9	0	0	7	7	2921552	2.327949e-01	1
C1orf194	989913	215	18	545456	143836	0	5	0	0	33	140	15303590	2.329173e-01	1
IGFL3	1177162	249	28	434310	114882	0	5	2	0	8	32	4222614	2.330808e-01	1
GUF1	62787	1009	2	2280361	625313	0	7	0	0	3	2	2198169	2.334263e-01	1
TMEM69	953032	157	30	812113	241439	0	3	0	0	7	6	3821461	2.336774e-01	1
KLK3	655673	589	25	963888	290007	0	15	5	0	12	56	4286593	2.336794e-01	1
KLHDC8A	662921	249	41	1146952	350717	0	13	4	0	9	46	5841236	2.337110e-01	1
KLK2	655673	589	25	918122	260119	0	10	2	0	36	233	23109495	2.337774e-01	1
KIAA1644	218812	280	16	675749	188668	0	9	2	0	31	119	13492097	2.342699e-01	1
MLANA	337967	183	27	409559	113014	0	3	0	0	50	206	35165567	2.346279e-01	1
NSUN7	238024	202	47	2409720	673881	0	25	5	0	50	170	23903862	2.354989e-01	1
RIT2	4853	1195	-57	752804	185866	0	20	4	0	3	32	1929644	2.362632e-01	1
UGT2B10	99797	764	14	3543129	928863	0	43	15	0	5	34	3450663	2.371412e-01	1
AKR1C4	630098	678	-21	1116130	293276	0	19	4	0	3	20	1455639	2.383676e-01	1
PIP5K1B	184422	543	27	1856325	487548	0	25	6	0	4	12	1829706	2.391795e-01	1
C2orf66	404194	370	14	392747	114415	0	4	1	0	2	6	1024598	2.393914e-01	1
EXD2	821714	373	39	1662053	466066	0	17	4	0	50	179	27658542	2.405451e-01	1
TMEM101	920082	241	29	838265	265723	0	3	0	0	6	12	3535657	2.405800e-01	1
C20orf85	372863	576	7	470736	128892	0	6	0	0	23	126	13842814	2.427741e-01	1
IL15RA	650283	305	32	878894	281134	0	11	2	0	13	61	7298743	2.428146e-01	1
MTM1	287123	NaN	16	2084221	532847	0	13	3	0	6	17	3312431	2.435918e-01	1
FBXL2	496632	352	15	1463111	403021	0	6	0	0	5	5	2362553	2.438697e-01	1
STX6	217489	398	22	890569	224627	0	5	2	0	15	46	8859457	2.443508e-01	1
CCDC54	101063	575	-12	1096983	288606	0	23	7	0	5	41	2740823	2.445351e-01	1
DPYSL5	1261383	378	36	1888081	553862	0	23	8	0	3	33	3773827	2.451857e-01	1
LHX4	463883	254	13	1314138	357255	0	12	3	0	3	33	5051072	2.457164e-01	1
C16orf70	1093307	150	47	1480390	381539	0	6	1	0	13	23	6549675	2.467618e-01	1
PCYT2	3798594	211	19	1404269	383407	0	7	2	0	15	35	6204562	2.471314e-01	1
ART5	537999	403	23	957817	291875	0	10	3	0	15	68	10022754	2.472428e-01	1
C17orf97	248876	591	1	318027	113481	0	5	3	0	9	50	4576133	2.473978e-01	1
HOXB1	946208	524	29	975563	304951	0	16	5	0	8	31	2465760	2.474452e-01	1
HSD11B1	219540	222	15	999847	268058	0	16	3	0	33	104	12655233	2.474804e-01	1
SYCP1	601139	601	2	3507637	772418	0	54	13	0	3	32	2602591	2.485390e-01	1
AFF4	686574	200	66	3949419	1054953	0	23	5	0	5	8	2173418	2.496062e-01	1
KLRC2	378365	334	0	805575	200343	0	9	2	0	26	134	13663486	2.496718e-01	1
PEX11B	NaN	NaN	NaN	849940	284870	0	6	0	0	1	0	806042	2.504642e-01	1
C12orf40	72641	714	-20	2285031	526776	0	32	6	0	4	21	3092007	2.514346e-01	1
RNF44	607190	318	49	1426218	449721	0	5	1	0	20	35	8603074	2.519163e-01	1
MLF2	2816186	232	48	854610	236769	0	8	3	0	5	45	7023680	2.519707e-01	1
RBL1	822888	309	42	3649605	973695	0	20	2	0	7	15	4356176	2.521940e-01	1
CCDC18	657064	412	9	4954403	1156759	0	9	0	0	5	0	2009034	2.533301e-01	1
YBX2	1782958	316	21	1177307	404422	0	9	1	0	11	17	4614894	2.536640e-01	1
ROR1	138354	492	-3	3112555	883097	0	28	7	0	2	13	2599789	2.542681e-01	1
EPS15	568927	251	11	3221833	820052	0	13	2	0	4	10	3018221	2.552874e-01	1
PIWIL1	224466	621	-26	2953775	781291	0	34	6	0	3	46	5701603	2.554448e-01	1
ECE1	744763	196	27	2788457	761677	0	22	6	0	21	96	14802032	2.554515e-01	1
CUEDC2	975992	178	39	985370	269926	0	7	1	0	37	188	23086612	2.560696e-01	1
ACVR1C	79510	911	7	1659718	461396	0	17	4	0	1	6	1163764	2.560941e-01	1
UBL3	322680	335	21	415630	102740	0	2	0	0	23	55	14146364	2.571143e-01	1
HRNR	486922	468	25	8988349	3005612	0	97	14	0	0	14	3005612	2.577710e-01	1
BRIP1	326357	412	-9	4254370	1105856	0	19	4	0	5	11	4043286	2.579817e-01	1
COL1A1	1277832	210	26	4809633	1627962	0	61	15	0	17	77	10075525	2.590480e-01	1
TM4SF19	1164213	231	36	681353	222292	0	6	3	0	30	91	12664573	2.595274e-01	1
ZNF26	NaN	NaN	NaN	1823168	438046	0	12	1	0	1	1	959218	2.597436e-01	1
KCTD11	1911735	206	36	721048	258251	0	11	1	0	13	77	10252518	2.598853e-01	1
UBL7	640438	204	54	1275377	382006	0	13	2	0	50	255	30057521	2.599935e-01	1
IQCF2	849777	453	39	559466	150841	0	3	1	0	50	168	23873507	2.602618e-01	1
KIF14	361992	370	7	5662375	1425284	0	23	5	0	4	9	3829867	2.603439e-01	1
EMILIN2	564910	468	37	3455800	1013390	0	30	8	0	7	25	3606641	2.610686e-01	1
NAP1L2	196410	NaN	-3	1541100	396483	0	34	6	0	8	55	3933074	2.613487e-01	1
ZNF527	228816	939	-63	2101967	484279	0	21	5	0	3	13	1881076	2.614977e-01	1
PROK1	403650	479	31	355854	103674	0	4	0	0	6	12	2129987	2.632149e-01	1
LARP4	855863	125	41	2474633	659404	0	12	6	0	33	88	17772152	2.639507e-01	1
ST18	155128	793	-15	3573951	942873	0	101	24	0	7	75	4210939	2.640665e-01	1
APBB2	227095	394	39	2574571	703769	0	25	7	0	13	57	7740058	2.645011e-01	1
BATF	691659	175	49	424503	116283	0	5	0	0	50	107	18664122	2.646100e-01	1
PRDX1	809450	176	25	690693	177927	0	4	0	0	50	210	28693414	2.650334e-01	1
PRR11	834161	507	4	1217002	350717	0	7	1	0	2	1	1468248	2.656228e-01	1
ANXA7	847821	249	45	1657850	468868	0	7	2	0	4	8	3654742	2.666293e-01	1
IGSF6	NaN	NaN	NaN	819118	228830	0	6	0	0	1	0	750002	2.673890e-01	1
KIAA1033	237030	387	34	4118940	997512	0	14	0	0	2	1	1632165	2.677706e-01	1
RAB1B	2133752	236	53	688825	191003	0	5	0	0	34	183	22928299	2.681705e-01	1
NIPAL1	225089	474	38	1360371	397884	0	16	3	0	34	181	21232622	2.694411e-01	1
PRB4	311837	673	-1	789697	272261	0	18	3	0	1	5	615973	2.702827e-01	1
BMF	884609	226	39	645861	148506	0	4	1	0	50	205	27758480	2.703421e-01	1
GSTM5	927739	201	22	777555	184932	0	9	4	0	4	9	1098851	2.706469e-01	1
LUZP4	226836	NaN	8	1064760	274596	0	12	2	0	9	30	5096838	2.707010e-01	1
UROS	211688	280	-5	921391	247043	0	4	0	0	1	0	1119866	2.712616e-01	1
SOCS5	630448	252	34	1783473	479142	0	11	2	0	9	19	5082361	2.723646e-01	1
MMP1	510838	567	-16	1624693	406757	0	22	7	0	8	52	4008728	2.731269e-01	1
ZNF354A	395801	765	5	2044993	524441	0	15	4	0	10	31	4666731	2.754943e-01	1
C6orf15	2992134	283	23	1030669	345113	0	17	4	0	9	53	5849642	2.762583e-01	1
ARHGEF35	NaN	NaN	NaN	1598541	445518	0	13	1	0	1	1	966690	2.768990e-01	1
OLR1	397577	398	18	970426	209216	0	8	1	0	50	227	28092852	2.778266e-01	1
SCAPER	393531	675	22	4854465	1255296	0	19	2	0	8	16	9311980	2.787003e-01	1
HLA-DOA	1276842	431	40	825656	254515	0	10	5	0	3	12	1529892	2.799145e-01	1
WFDC13	777303	359	16	344179	67715	0	5	0	0	37	207	20633928	2.810769e-01	1
GRXCR2	394778	568	-4	840133	217622	0	19	4	0	12	73	4829247	2.814135e-01	1
CCK	338797	473	29	378270	120486	0	7	1	0	18	98	9546414	2.814833e-01	1
ATP9B	91487	731	13	3917663	1072699	0	20	3	0	4	10	2964516	2.815486e-01	1
SPRR2A	687290	704	30	246576	65847	0	4	1	0	6	15	2082353	2.821235e-01	1
NPS	470657	703	-30	309154	85928	0	8	1	0	10	94	4414551	2.832631e-01	1
BIN2	499804	194	37	1917969	530979	0	23	8	0	13	66	6533330	2.849579e-01	1
PON1	134258	327	-2	1215601	328301	0	20	2	0	2	12	1097450	2.854070e-01	1
EDNRB	63780	954	31	1614886	452990	0	10	2	0	12	37	7001731	2.857313e-01	1
DEFB113	70183	1258	-7	279266	63979	0	8	1	0	31	242	11785679	2.860761e-01	1
TPH2	223598	619	-18	1676063	443650	0	22	5	0	3	13	2038922	2.867519e-01	1
UTS2	375594	415	23	577679	148039	0	5	2	0	8	34	5404591	2.867703e-01	1
C10orf35	824126	519	31	392747	131227	0	6	0	0	44	195	24050500	2.868276e-01	1
USP21	728669	234	37	1846518	599628	0	12	4	0	17	43	8771661	2.874067e-01	1
HSD17B2	192405	635	2	1291722	364260	0	13	4	0	2	7	1099318	2.879213e-01	1
ZNF114	1052191	391	32	1418279	355387	0	15	1	0	12	38	5560102	2.881789e-01	1
TMEM154	165925	507	44	650064	156912	0	8	1	0	35	176	20653075	2.882475e-01	1
PRKAB1	782827	498	17	922792	249845	0	4	0	0	3	7	2164078	2.884651e-01	1
IFT27	1235005	537	19	647262	172323	0	7	1	0	9	31	3991916	2.900108e-01	1
EML5	161619	704	1	6771500	1777402	0	41	5	0	1	6	2073480	2.901893e-01	1
TUFM	1146511	221	56	1500004	467000	0	10	0	0	1	7	1645708	2.902820e-01	1
MFF	251488	144	18	1151622	334839	0	7	1	0	6	7	2551688	2.904055e-01	1
NPHP3	211862	768	24	4532702	1209997	0	13	4	0	4	6	2898202	2.909019e-01	1
SLURP1	427585	373	34	354453	96669	0	4	1	0	50	150	23052521	2.910331e-01	1
FAM73B	1473097	203	29	1970273	604765	0	10	2	0	11	37	8079100	2.918625e-01	1
RBM26	161846	521	30	3330177	907848	0	16	0	0	0	0	907848	2.926885e-01	1
HRC	2011861	267	47	2415791	557131	0	19	6	0	5	15	3193346	2.933533e-01	1
PPP1R13L	1269856	191	31	2672641	878894	0	16	4	0	6	23	5161751	2.949677e-01	1
PPY	920082	241	29	314758	102740	0	5	0	0	50	166	22908685	2.953375e-01	1
SETD2	593886	365	46	8565247	2330330	0	23	2	0	0	2	2330330	2.971892e-01	1
MUC7	264556	861	26	1168901	431041	0	22	2	0	4	18	1945522	2.980230e-01	1
MCF2L2	398145	606	24	3868628	983035	0	32	2	0	0	2	983035	2.983030e-01	1
CDC20B	222731	430	2	1764326	482878	0	23	5	0	6	38	5310257	2.984745e-01	1
TMEM175	675007	256	45	1641972	536583	0	12	5	0	3	13	3037368	2.989751e-01	1
C6orf48	2485614	188	36	263855	69583	0	1	0	0	50	171	27901382	2.991893e-01	1
ULBP3	402308	382	51	826590	218556	0	7	1	0	23	63	9648687	2.993169e-01	1
AMICA1	707709	293	56	1361305	370331	0	22	5	0	12	42	4390267	3.006640e-01	1
HMBOX1	382811	465	40	1447233	372666	0	7	1	0	8	17	3841075	3.018020e-01	1
NELL1	45732	989	-19	2823482	691627	0	34	12	0	8	71	5665644	3.056121e-01	1
BAG2	314024	348	23	713576	188668	0	3	0	0	7	15	4220746	3.062882e-01	1
FGD6	370367	544	32	4890891	1235682	0	30	6	0	4	13	3684163	3.078045e-01	1
SERP1	503198	347	15	238637	54172	0	1	0	0	50	210	30099084	3.084877e-01	1
BTK	374364	NaN	37	2306046	568806	0	17	5	0	42	145	23214103	3.092102e-01	1
TMEM135	159214	587	-7	1591069	416564	0	9	2	0	7	9	2759970	3.092450e-01	1
CSTA	534078	602	44	340910	86395	0	5	0	0	10	45	5197710	3.096629e-01	1
ATP6AP1L	146069	476	1	750002	218089	0	6	1	0	15	42	6986320	3.105856e-01	1
MUC4	920866	365	49	3965297	1110526	0	79	23	0	4	41	2745493	3.113998e-01	1
COX7B2	86349	938	11	276931	73319	0	4	2	0	5	50	2816944	3.114411e-01	1
HIST1H1D	390169	544	57	708439	230231	0	6	3	0	27	47	7322093	3.127602e-01	1
ZDHHC4	946573	387	40	1162830	323631	0	10	1	0	4	8	2360685	3.130901e-01	1
SAG	419346	227	28	1413609	376869	0	18	5	0	7	24	2540480	3.140105e-01	1
FAM153B	592877	609	19	1413609	337641	0	18	2	0	17	73	7942269	3.144942e-01	1
RTP1	425258	445	28	874691	243307	0	9	3	0	6	20	2695991	3.145532e-01	1
DENND3	360825	204	51	4050291	1112394	0	41	15	0	6	27	3547332	3.146194e-01	1
ACMSD	275440	496	15	1174038	295611	0	21	6	0	3	14	1165165	3.153291e-01	1
POLQ	292766	680	7	8717022	2335467	0	44	6	0	0	6	2335467	3.156945e-01	1
CABP7	848649	195	37	737393	195673	0	6	2	0	50	212	25121331	3.162312e-01	1
ZNF438	89942	603	20	2745026	774286	0	22	8	0	7	43	5006240	3.167841e-01	1
LRRC61	315538	514	32	805575	287205	0	9	3	0	14	63	7875488	3.167944e-01	1
WNK3	352631	NaN	25	6028503	1664388	0	32	4	0	1	7	2753432	3.168991e-01	1
LONRF2	94009	703	5	2488176	746733	0	25	1	0	0	1	746733	3.174952e-01	1
ZNF777	588536	467	17	2731950	792966	0	22	8	0	14	68	8788473	3.190434e-01	1
CISD2	373094	471	33	483812	99004	0	2	0	0	19	35	8148216	3.191544e-01	1
MUC13	364165	212	42	1740042	473538	0	21	7	0	16	65	7636851	3.195995e-01	1
CYTH3	NaN	NaN	NaN	1410340	338108	0	7	1	0	1	1	859280	3.197511e-01	1
MGST1	266051	641	-23	522106	150374	0	6	1	0	6	50	5512468	3.207127e-01	1
ATIC	530312	531	12	2017907	558532	0	6	0	0	2	0	1349163	3.214028e-01	1
FAM104A	205112	251	-15	687424	206414	0	7	2	0	9	44	4968413	3.219218e-01	1
REV3L	343769	434	41	10514505	2818812	0	28	3	0	5	5	4727441	3.224189e-01	1
LDHAL6A	611782	176	31	1136678	302149	0	7	0	0	4	9	2090292	3.225573e-01	1
ZNF691	803442	334	27	947543	255916	0	5	0	0	24	70	15609475	3.227150e-01	1
GNAL	281108	361	18	1738174	461396	0	6	0	0	13	35	9378294	3.242346e-01	1
COL17A1	455010	271	19	5080493	1523821	0	41	12	0	2	14	2211712	3.248220e-01	1
GNL3	1217701	272	47	1925908	475406	0	10	1	0	4	6	2005298	3.253566e-01	1
NR1I3	731911	229	39	1343559	369864	0	6	0	0	7	20	7137161	3.264459e-01	1
HNRNPK	460176	343	2	1640104	444584	0	12	1	0	6	24	3839207	3.265449e-01	1
HIST1H1E	398813	636	53	700500	229764	0	7	3	0	13	25	2885593	3.268197e-01	1
TCP11	625705	198	29	1794681	501558	0	16	2	0	25	41	8539562	3.269914e-01	1
CASP8AP2	326497	580	22	6637471	1680266	0	19	1	0	0	1	1680266	3.279251e-01	1
SSX1	603602	NaN	5	688825	144770	0	6	1	0	36	163	19064341	3.280006e-01	1
RWDD1	254581	479	14	868153	191003	0	5	1	0	18	50	7253911	3.280871e-01	1
FAM103A1	452169	683	19	443650	70517	0	3	0	0	43	277	30338188	3.283122e-01	1
PSPC1	309425	481	34	1762925	484279	0	11	1	0	6	11	4017134	3.287711e-01	1
SPACA1	176962	684	32	998446	275063	0	12	4	0	5	42	4745654	3.294278e-01	1
BRDT	311662	242	9	3289548	795768	0	32	7	0	21	58	11485865	3.296047e-01	1
GIF	366560	494	8	1411274	393214	0	11	6	0	5	10	1763859	3.300810e-01	1
CCDC102B	70753	1048	-8	1775067	424503	0	34	8	0	3	25	1758255	3.314651e-01	1
CD200R1	245141	639	11	1249225	319895	0	17	3	0	3	26	3218564	3.318277e-01	1
OCRL	330789	NaN	22	3138707	781291	0	12	4	0	3	5	1944121	3.319643e-01	1
ANTXR2	62176	905	6	1718093	485680	0	8	1	0	1	1	1400066	3.322171e-01	1
TNNC2	742720	180	48	582816	124689	0	6	1	0	50	120	20207557	3.325813e-01	1
CUL4B	416744	NaN	14	3195681	778956	0	14	0	0	0	0	778956	3.329376e-01	1
COX7A2L	251919	375	16	384341	113014	0	2	1	0	35	110	16735412	3.346090e-01	1
NLN	407983	149	33	2414857	615506	0	12	1	0	1	1	1088577	3.351950e-01	1
NCF2	618153	407	31	1831574	467467	0	18	6	0	26	103	11529296	3.352445e-01	1
DCAF16	271201	1073	21	700500	211551	0	8	1	0	2	5	1438827	3.355760e-01	1
C6orf106	920583	132	31	1009187	269926	0	4	0	0	2	0	1062892	3.359019e-01	1
ZNF75A	1397628	303	32	1026933	238170	0	5	0	0	2	2	1341224	3.360036e-01	1
RBP5	2422791	224	38	469802	121420	0	4	1	0	29	112	14431234	3.375913e-01	1
RIT1	2096440	179	32	750936	201744	0	6	0	0	17	103	12638888	3.399276e-01	1
RIMS1	35104	964	-12	5869256	1656916	0	67	13	0	4	40	5670781	3.399305e-01	1
LY96	250079	468	26	570674	134029	0	10	3	0	3	13	1301062	3.410249e-01	1
PPIB	743794	251	43	728987	205480	0	6	1	0	17	80	9589378	3.413972e-01	1
GAGE10	547555	NaN	25	413762	103207	0	6	1	0	12	35	4526164	3.416824e-01	1
CABP4	1392213	215	53	910183	280667	0	16	4	0	11	46	4280055	3.419590e-01	1
BAAT	112947	898	-22	1366909	410960	0	24	6	0	7	69	4799359	3.421636e-01	1
PCP4L1	735152	293	41	241439	59776	0	4	1	0	8	21	2434004	3.429439e-01	1
RILPL2	1129277	177	47	702835	205013	0	4	0	0	33	138	18802354	3.441818e-01	1
DPF3	317807	599	41	1229611	322697	0	10	2	0	6	8	1449101	3.449720e-01	1
PPARGC1B	908037	285	49	3375009	1000314	0	23	7	0	7	60	9830817	3.465642e-01	1
C4orf22	46363	1141	-4	800905	213419	0	19	3	0	3	19	1451436	3.469182e-01	1
STXBP5L	319082	785	-8	4060565	1079704	0	129	21	0	0	21	1079704	3.470023e-01	1
TCEAL5	455954	NaN	17	703302	172323	0	6	2	0	50	237	30077135	3.473128e-01	1
VGLL1	358658	NaN	43	859280	251713	0	9	3	0	2	7	1273976	3.474179e-01	1
PRSS42	413835	495	38	972294	284403	0	9	2	0	23	124	11966875	3.475648e-01	1
USP44	442533	328	13	2389172	635587	0	14	3	0	9	20	5575046	3.477228e-01	1
C11orf88	401074	326	18	688825	172790	0	8	0	0	4	17	3426379	3.478855e-01	1
VNN2	127166	569	2	1738174	488015	0	24	3	0	5	15	2138393	3.487210e-01	1
SNRPD1	301496	165	46	405356	115816	0	2	0	0	50	146	22539755	3.491662e-01	1
KIFC1	1441897	236	31	2189296	699566	0	19	4	0	32	100	16250199	3.494596e-01	1
KLHDC4	594175	251	28	1768996	483812	0	8	0	0	1	1	1100252	3.496854e-01	1
KRTAP10-5	867542	461	28	884031	264789	0	10	2	0	1	24	3988647	3.498553e-01	1
SERPINB5	200746	166	24	1281448	332504	0	15	2	0	3	4	1050750	3.498877e-01	1
FABP9	191177	595	1	467000	107410	0	7	1	0	50	348	26796927	3.500248e-01	1
KCNIP4	35439	1264	3	1032537	246576	0	17	2	0	4	30	2469029	3.516811e-01	1
ARNTL2	544579	377	40	2218250	552928	0	17	4	0	10	27	5075356	3.521194e-01	1
PCBD2	727517	696	49	444584	125623	0	2	0	0	15	49	9476831	3.521843e-01	1
ANAPC16	764632	140	40	371265	112080	0	2	1	0	40	108	18648711	3.524307e-01	1
ADAM11	1224408	175	31	2634814	747200	0	18	4	0	30	95	15749108	3.533368e-01	1
MYL9	858383	190	46	601963	141968	0	5	2	0	10	55	6273211	3.534248e-01	1
IRX5	100202	762	-46	1532227	513233	0	8	0	0	1	0	803240	3.536667e-01	1
CNST	416573	346	4	2472298	653333	0	15	3	0	12	29	6507645	3.544905e-01	1
GIP	793101	174	29	527243	148039	0	4	0	0	50	222	30114028	3.545218e-01	1
CARM1	2031768	193	35	2060404	583283	0	9	4	0	6	15	4099326	3.548170e-01	1
CBX3	915230	445	43	651465	149907	0	3	0	0	8	10	3625321	3.554314e-01	1
C3orf38	123481	894	0	1097917	300281	0	8	0	0	9	28	4637777	3.574966e-01	1
F9	69360	NaN	0	1584531	399285	0	19	3	0	3	11	1799818	3.586065e-01	1
ANKZF1	733837	158	40	2389639	738794	0	8	5	0	13	40	6378753	3.596408e-01	1
PSMA8	168448	577	57	882163	231632	0	8	3	0	20	81	10019018	3.598512e-01	1
CLYBL	308985	612	45	1146952	333905	0	9	3	0	34	137	14317286	3.607223e-01	1
MT2A	653985	187	28	227896	46700	0	2	0	0	50	141	21525431	3.610531e-01	1
RNF141	755456	391	25	793433	205480	0	5	1	0	50	241	36034187	3.614237e-01	1
RGS18	96080	925	-20	819118	195206	0	15	3	0	8	74	4949266	3.618976e-01	1
TMPRSS13	527704	576	45	1892751	564603	0	14	4	0	5	13	3294685	3.620103e-01	1
RPL7	259225	340	19	863483	218089	0	3	0	0	5	9	3219031	3.629631e-01	1
CNRIP1	204433	586	15	614572	172790	0	4	1	0	14	51	5961255	3.633825e-01	1
SETD7	400132	191	15	1252027	329702	0	6	2	0	5	11	2784721	3.635641e-01	1
CA8	206353	885	-14	1001715	266190	0	12	3	0	3	13	1368310	3.637060e-01	1
C3AR1	142724	300	23	1563516	472137	0	13	1	0	7	29	4833917	3.639569e-01	1
TM4SF5	1272092	222	28	653333	206881	0	7	3	0	9	37	4263710	3.644835e-01	1
ZBTB34	367308	322	48	1652713	458594	0	9	3	0	16	46	8028664	3.647877e-01	1
ARID1B	143122	621	27	7428569	2134657	0	29	10	0	9	32	6001884	3.650414e-01	1
RPL11	960799	225	28	625313	160648	0	4	1	0	37	111	15838305	3.656077e-01	1
GAGE2E	NaN	NaN	NaN	1378584	337641	0	7	0	0	1	0	858813	3.660907e-01	1
ZSWIM2	278175	629	-5	2171083	541253	0	49	11	0	5	23	1842782	3.670870e-01	1
HAL	366272	436	8	2240199	637455	0	23	7	0	14	39	4401942	3.678846e-01	1
CD38	174323	327	55	1040009	264322	0	8	2	0	37	123	17069784	3.679562e-01	1
KRTAP5-4	NaN	NaN	NaN	744865	220424	0	7	1	0	1	1	741596	3.682339e-01	1
MEIS2	74106	628	-7	1729768	436178	0	15	1	0	1	2	1015725	3.696186e-01	1
DYNLRB2	149480	465	-30	340910	86395	0	11	1	0	17	224	13102152	3.698374e-01	1
C11orf94	427820	291	48	319895	113014	0	5	0	0	50	221	27303622	3.699145e-01	1
FN1	585272	533	13	8358366	2352279	0	35	9	0	12	27	7201607	3.701847e-01	1
COX6B1	1162794	390	27	314291	68182	0	4	0	0	50	247	27056579	3.718642e-01	1
AATF	668463	384	16	1929644	489883	0	9	2	0	4	13	3386684	3.723730e-01	1
FBXW7	117295	501	51	2850568	764012	0	13	0	0	0	0	764012	3.725216e-01	1
CRYBB2	174680	535	-35	718713	177927	0	18	4	0	4	39	1985684	3.726323e-01	1
ZCCHC12	234959	NaN	44	1311803	382006	0	7	4	0	29	154	19443545	3.727078e-01	1
LDHC	599909	176	42	1129673	309154	0	11	1	0	38	133	21184521	3.730566e-01	1
CAMK2N1	573203	429	30	263388	74253	0	3	0	0	30	132	16999267	3.730570e-01	1
C15orf48	214586	299	16	301215	74253	0	3	1	0	7	16	2133723	3.754259e-01	1
C1QTNF9B	314992	678	51	1119399	297012	0	14	2	0	24	48	7514497	3.754484e-01	1
EPGN	172790	402	18	463731	119085	0	4	0	0	41	155	18609483	3.756448e-01	1
SLC41A2	759566	294	30	1927309	535649	0	13	2	0	8	26	5146340	3.760368e-01	1
CNGA4	466636	728	4	1888548	563202	0	22	6	0	5	29	2976658	3.775730e-01	1
NF2	734742	149	38	2128119	525375	0	8	2	0	2	7	2881390	3.778974e-01	1
ENPP1	168112	699	-5	3237711	791565	0	22	7	0	7	21	4550915	3.778983e-01	1
ZFY	0	0	0	2745026	665008	0	4	2	0	6	4	3308695	3.789520e-01	1
POP1	635159	368	44	3432450	959685	0	24	5	0	4	7	2207976	3.805381e-01	1
FABP6	198270	448	38	635120	152242	0	7	3	0	3	29	3428247	3.809130e-01	1
CDC42SE2	313468	414	34	302616	71451	0	1	0	0	50	158	23966907	3.828217e-01	1
SPP1	445914	367	8	1093714	263855	0	8	3	0	12	39	5458296	3.832619e-01	1
COL9A3	1044503	208	48	2270554	785027	0	26	5	0	5	27	3164859	3.841155e-01	1
RAG2	96246	531	-26	1752651	472137	0	27	7	0	5	45	3938211	3.850052e-01	1
POC5	265325	605	19	1967471	533314	0	4	0	0	1	0	1902558	3.851204e-01	1
SYTL4	199096	NaN	47	2315386	598694	0	19	8	0	8	32	4047022	3.856495e-01	1
ANKRD13C	295772	396	-1	1851655	493619	0	10	1	0	6	10	3401161	3.861808e-01	1
EAF2	474007	550	30	902711	225094	0	6	3	0	32	148	15268565	3.862681e-01	1
THOC2	333292	NaN	4	5575980	1339356	0	32	4	0	1	4	1798884	3.866123e-01	1
CCNB1IP1	393743	401	-18	938670	246576	0	3	0	0	1	0	1230545	3.867446e-01	1
KRTAP19-8	200531	972	-45	216688	57908	0	5	0	0	50	427	22764382	3.869417e-01	1
FAM57B	NaN	NaN	NaN	899909	278332	0	6	2	0	1	2	799504	3.874158e-01	1
CGB2	2070141	200	35	520705	182597	0	3	1	0	12	32	5471372	3.876596e-01	1
NELL2	79685	930	-19	3126098	765880	0	34	5	0	4	18	3011683	3.881637e-01	1
HSPE1	681973	428	29	347915	101806	0	1	0	0	50	147	25337085	3.883784e-01	1
TGIF2LY	0	0	0	615506	171856	0	7	2	0	3	2	628115	3.888277e-01	1
PHF5A	1480984	187	73	393681	92466	0	2	0	0	50	158	21698221	3.888817e-01	1
HAAO	344647	338	34	981167	278332	0	6	1	0	28	69	14391072	3.892014e-01	1
ZNF782	313097	491	17	2392908	571608	0	16	2	0	4	13	3363334	3.892625e-01	1
FAM124B	310772	460	12	1581262	471203	0	8	0	0	2	1	913919	3.903425e-01	1
GLT8D2	1193959	281	37	1213733	307753	0	14	3	0	5	43	4966078	3.906837e-01	1
AKAP14	772178	NaN	38	706571	166252	0	5	2	0	14	62	7032086	3.909394e-01	1
DRP2	417357	NaN	26	3272736	877026	0	16	4	0	8	15	5260288	3.910122e-01	1
